Time (s),VGS_A,VGS_B,VDS_A,VDS_B,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN""]"
2.1350000000000003e-07,-0.1093748992000001,4.9687504127999995,43.749999616,-1.2499957760000058,3072
2.14e-07,-0.031249894400000144,4.8125004032,42.499999744,-1.8749957120000005,3072
2.1450000000000002e-07,-0.18749990400000005,4.6562503936,41.249999872000004,-1.8749957120000005,3072
2.15e-07,-0.18749990400000005,4.6562503936,40.0,-1.8749957120000005,3072
2.1550000000000002e-07,-0.18749990400000005,4.500000384,39.375000064,-0.624995840000004,3072
2.16e-07,-0.18749990400000005,4.500000384,39.375000064,-1.2499957760000058,3072
2.165e-07,-0.18749990400000005,4.578125388799999,41.249999872000004,-1.2499957760000058,3072
2.1700000000000002e-07,-0.1093748992000001,4.6562503936,40.624999936,-1.8749957120000005,3072
2.175e-07,-0.18749990400000005,4.6562503936,40.0,-1.8749957120000005,3072
2.1800000000000002e-07,-0.2656249088,4.500000384,40.0,-1.2499957760000058,3072
2.185e-07,-0.031249894400000144,4.500000384,40.624999936,-0.624995840000004,3072
2.1900000000000002e-07,0.04687511039999981,4.578125388799999,40.0,-1.2499957760000058,3072
2.1950000000000003e-07,-0.031249894400000144,4.6562503936,40.0,-1.8749957120000005,3072
2.2e-07,-0.1093748992000001,4.6562503936,38.750000127999996,-3.124995584000004,3072
2.2050000000000002e-07,-0.18749990400000005,4.578125388799999,39.375000064,-2.4999956480000023,3072
2.21e-07,-0.18749990400000005,4.578125388799999,38.750000127999996,-2.4999956480000023,3072
2.2150000000000002e-07,-0.18749990400000005,4.8125004032,40.0,-1.2499957760000058,3072
2.22e-07,-0.1093748992000001,4.734375398399999,40.0,-1.2499957760000058,3072
2.2250000000000001e-07,-0.2656249088,4.8125004032,40.624999936,-1.8749957120000005,3072
2.2300000000000002e-07,-0.18749990400000005,4.8125004032,40.0,-2.4999956480000023,3072
2.235e-07,-0.18749990400000005,4.8125004032,39.375000064,-1.8749957120000005,3072
2.2400000000000002e-07,0.04687511039999981,4.9687504127999995,39.375000064,-1.8749957120000005,3072
2.245e-07,-0.031249894400000144,5.0468754176,40.624999936,-1.2499957760000058,3072
2.2500000000000002e-07,-0.18749990400000005,4.9687504127999995,41.249999872000004,-1.8749957120000005,3072
2.255e-07,-0.18749990400000005,4.890625407999999,41.249999872000004,-2.4999956480000023,3072
2.26e-07,-0.18749990400000005,4.8125004032,41.874999808,-1.8749957120000005,3072
2.2650000000000002e-07,-0.18749990400000005,4.9687504127999995,42.499999744,-1.8749957120000005,3072
2.27e-07,-0.1093748992000001,4.9687504127999995,41.874999808,-2.4999956480000023,3072
2.2750000000000002e-07,-0.1093748992000001,4.9687504127999995,42.499999744,-1.8749957120000005,3072
2.28e-07,-0.1093748992000001,4.9687504127999995,42.499999744,-1.8749957120000005,3072
2.2850000000000001e-07,-0.1093748992000001,4.890625407999999,43.12499968,-1.8749957120000005,3072
2.2900000000000003e-07,-0.1093748992000001,4.9687504127999995,43.12499968,-1.8749957120000005,3072
2.295e-07,-0.1093748992000001,5.125000422399999,44.374999552,-1.2499957760000058,3072
2.3000000000000002e-07,-0.18749990400000005,5.0468754176,44.999999488,-1.2499957760000058,3072
2.305e-07,-0.18749990400000005,5.0468754176,45.624999424,-2.4999956480000023,3072
2.3100000000000002e-07,-0.1093748992000001,4.9687504127999995,46.249999360000004,-2.4999956480000023,3072
2.315e-07,-0.1093748992000001,4.890625407999999,45.624999424,-1.8749957120000005,2048
2.32e-07,-0.1093748992000001,4.890625407999999,44.999999488,-1.2499957760000058,2048
2.3250000000000002e-07,-0.1093748992000001,4.9687504127999995,47.499999232,-1.8749957120000005,2048
2.33e-07,-0.1093748992000001,4.9687504127999995,48.124999168,-1.8749957120000005,2048
2.3350000000000002e-07,-0.1093748992000001,4.8125004032,47.499999232,-1.2499957760000058,2048
2.34e-07,-0.18749990400000005,4.8125004032,48.124999168,-1.8749957120000005,0
2.3450000000000002e-07,-0.2656249088,4.8125004032,49.37499904,-1.2499957760000058,0
2.3500000000000003e-07,-0.2656249088,4.890625407999999,49.37499904,-1.2499957760000058,0
2.355e-07,-0.18749990400000005,4.8125004032,49.37499904,-1.8749957120000005,0
2.3600000000000002e-07,-0.18749990400000005,4.734375398399999,49.999998976,-1.8749957120000005,0
2.365e-07,-0.1093748992000001,4.734375398399999,51.249998848000004,-2.4999956480000023,0
2.3700000000000002e-07,-0.18749990400000005,4.8125004032,50.624998912,-2.4999956480000023,0
2.375e-07,-0.18749990400000005,4.8125004032,51.874998784,-2.4999956480000023,0
2.3800000000000001e-07,-0.2656249088,4.734375398399999,51.249998848000004,-1.2499957760000058,0
2.385e-07,-0.18749990400000005,4.8125004032,52.49999872,-1.8749957120000005,0
2.39e-07,-0.031249894400000144,4.8125004032,53.124998656,-1.8749957120000005,0
2.395e-07,-0.1093748992000001,4.890625407999999,53.124998656,-1.2499957760000058,0
2.4000000000000003e-07,-0.1093748992000001,4.9687504127999995,52.49999872,-1.8749957120000005,0
2.405e-07,-0.18749990400000005,5.0468754176,53.124998656,-2.4999956480000023,0
2.41e-07,-0.1093748992000001,4.890625407999999,53.124998656,-1.8749957120000005,0
